interval_from,interval_to,co_B0_min,co_B0_max,co_B0_mean,co_B0_stDev,co_B0_sampleCount,co_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2021-10-01,2021-11-01,0.029012121260166168,0.03258783742785454,0.030989168349180963,0.0015275583515532783,65536,65197,NUTS_SL_01m_2024.shp,SI,2021,October,10
2021-11-01,2021-12-01,0.02266596630215645,0.03839373588562012,0.030926475081662724,0.003022809020207809,65536,62925,NUTS_SL_01m_2024.shp,SI,2021,November,11
2021-12-01,2022-01-01,0.016564015299081802,0.03373158350586891,0.02771591168521983,0.002570453244351066,65536,35316,NUTS_SL_01m_2024.shp,SI,2021,December,12
2022-01-01,2022-02-01,0.024794695898890495,0.03716154024004936,0.03127603978596642,0.0029244470360272876,65536,56745,NUTS_SL_01m_2024.shp,SI,2022,January,1
2022-02-01,2022-03-01,0.0239070113748312,0.042417123913764954,0.032770362951478255,0.0029919473551029236,65536,41255,NUTS_SL_01m_2024.shp,SI,2022,February,2
2022-03-01,2022-04-01,0.02778507210314274,0.03931332379579544,0.032455545860594154,0.0030515478948988962,65536,60922,NUTS_SL_01m_2024.shp,SI,2022,March,3
2022-04-01,2022-05-01,0.02177255041897297,0.04152403399348259,0.030096679916455107,0.0029391210296631893,65536,38571,NUTS_SL_01m_2024.shp,SI,2022,April,4
2022-05-01,2022-06-01,0.020456796512007713,0.03535399213433266,0.027329182886610046,0.0023551280256234896,65536,35232,NUTS_SL_01m_2024.shp,SI,2022,May,5
2022-06-01,2022-07-01,0.016202330589294434,0.033387210220098495,0.025848726387882427,0.002996703852280239,65536,33842,NUTS_SL_01m_2024.shp,SI,2022,June,6
2022-07-01,2022-08-01,0.022074827924370766,0.03211101144552231,0.025997239133572114,0.00204478587311875,65536,50012,NUTS_SL_01m_2024.shp,SI,2022,July,7
2022-08-01,2022-09-01,0.015982089564204216,0.034797243773937225,0.025166017778243503,0.0040926486304675574,65536,60047,NUTS_SL_01m_2024.shp,SI,2022,August,8
2022-09-01,2022-10-01,0.018965620547533035,0.03287198394536972,0.026137922136563595,0.0027949510223643287,65536,52800,NUTS_SL_01m_2024.shp,SI,2022,September,9
2022-10-01,2022-11-01,0.01789531484246254,0.03304527327418327,0.025308109734302316,0.0018869750768805843,65536,54872,NUTS_SL_01m_2024.shp,SI,2022,October,10
2022-11-01,2022-12-01,0.023481974378228188,0.03416294604539871,0.028786272330083962,0.003482551840150921,65536,61639,NUTS_SL_01m_2024.shp,SI,2022,November,11
2022-12-01,2023-01-01,0.020946631208062172,0.034804534167051315,0.02694274943777317,0.002504782829747698,65536,52635,NUTS_SL_01m_2024.shp,SI,2022,December,12
2023-01-01,2023-02-01,0.022028693929314613,0.03976323455572128,0.031132794217447732,0.0028816912457788188,65536,39892,NUTS_SL_01m_2024.shp,SI,2023,January,1
2023-02-01,2023-03-01,0.024844186380505562,0.04039411619305611,0.031853957804096805,0.0034316002999856985,65536,55512,NUTS_SL_01m_2024.shp,SI,2023,February,2
2023-03-01,2023-04-01,0.028470445424318314,0.043000441044569016,0.03644640382271414,0.002736759461609042,65536,62877,NUTS_SL_01m_2024.shp,SI,2023,March,3
2023-04-01,2023-05-01,0.022826822474598885,0.035184603184461594,0.029429942092711665,0.0027120336865476,65536,46610,NUTS_SL_01m_2024.shp,SI,2023,April,4
2023-05-01,2023-06-01,0.025091007351875305,0.03791630268096924,0.03200234163465986,0.00351197974242413,65536,58173,NUTS_SL_01m_2024.shp,SI,2023,May,5
2023-06-01,2023-07-01,0.019765561446547508,0.04348792880773544,0.033428264777376086,0.003153019370934709,65536,35027,NUTS_SL_01m_2024.shp,SI,2023,June,6
2023-07-01,2023-08-01,0.024966243654489517,0.0439068004488945,0.03442312244310883,0.002940136251042835,65536,42194,NUTS_SL_01m_2024.shp,SI,2023,July,7
2023-08-01,2023-09-01,0.03093085251748562,0.056745924055576324,0.041756903629950375,0.00405346395442139,65536,41345,NUTS_SL_01m_2024.shp,SI,2023,August,8
2023-09-01,2023-10-01,0.020423272624611855,0.03783683851361275,0.03143856108927948,0.00300796045324272,65536,50077,NUTS_SL_01m_2024.shp,SI,2023,September,9
2023-10-01,2023-11-01,0.019347473978996277,0.04190758615732193,0.02824854684774367,0.00364203639101364,65536,53057,NUTS_SL_01m_2024.shp,SI,2023,October,10
2023-11-01,2023-12-01,0.03146674111485481,0.03296758979558945,0.03235360624437984,0.0007379163920592631,65536,65382,NUTS_SL_01m_2024.shp,SI,2023,November,11
2023-12-01,2024-01-01,0.03249558433890343,0.038437675684690475,0.03518321305921634,0.0026167475370168854,65536,65171,NUTS_SL_01m_2024.shp,SI,2023,December,12
2024-02-01,2024-03-01,0.026817912235856056,0.04034319892525673,0.0323159022913628,0.0029249668937675988,65536,56468,NUTS_SL_01m_2024.shp,SI,2024,February,2
2024-03-01,2024-04-01,0.02121717669069767,0.03922179341316223,0.03037316082101921,0.003346979310491284,65536,60755,NUTS_SL_01m_2024.shp,SI,2024,March,3
2024-04-01,2024-05-01,0.020423654466867447,0.041590455919504166,0.03348592730657285,0.0032555416553488765,65536,45006,NUTS_SL_01m_2024.shp,SI,2024,April,4
2024-05-01,2024-06-01,0.019537748768925667,0.03912409022450447,0.029068775357913152,0.00373660769175377,65536,49663,NUTS_SL_01m_2024.shp,SI,2024,May,5
2024-06-01,2024-07-01,0.023410450667142868,0.03640597313642502,0.03053813210736242,0.002571664653312403,65536,39186,NUTS_SL_01m_2024.shp,SI,2024,June,6
2024-07-01,2024-08-01,0.02297203242778778,0.037466928362846375,0.029546608218986272,0.0026864402115645163,65536,51028,NUTS_SL_01m_2024.shp,SI,2024,July,7
2024-08-01,2024-09-01,0.024569185450673103,0.038781724870204926,0.033816584936668885,0.0029015597943235086,65536,45005,NUTS_SL_01m_2024.shp,SI,2024,August,8
2024-09-01,2024-10-01,0.022425979375839233,0.037712205201387405,0.031078149290549383,0.002636778282920546,65536,45099,NUTS_SL_01m_2024.shp,SI,2024,September,9
2024-10-01,2024-11-01,0.022517206147313118,0.03507858142256737,0.029752755183335537,0.0026805342684497755,65536,46394,NUTS_SL_01m_2024.shp,SI,2024,October,10
2024-11-01,2024-12-01,0.026868212968111038,0.03872930258512497,0.03314378850102171,0.0025869348011507668,65536,40636,NUTS_SL_01m_2024.shp,SI,2024,November,11
2024-12-01,2025-01-01,0.02058788575232029,0.047991376370191574,0.031795181105846775,0.003908334482251696,65536,45446,NUTS_SL_01m_2024.shp,SI,2024,December,12
2018-05-01,2018-06-01,0.02134258672595024,0.03498857840895653,0.02874891165224961,0.002623750639762144,65536,42472,NUTS_SL_01m_2024.shp,SI0,2018,May,5
2018-06-01,2018-07-01,0.01986878551542759,0.032230086624622345,0.027105986365707303,0.0023685866872171523,65536,42228,NUTS_SL_01m_2024.shp,SI0,2018,June,6
2018-07-01,2018-08-01,0.02126809023320675,0.03510229289531708,0.02756687376914142,0.002412449290471159,65536,36204,NUTS_SL_01m_2024.shp,SI0,2018,July,7
2018-09-01,2018-10-01,0.01795382983982563,0.034868888556957245,0.027708497521086867,0.0025777295480519124,65536,35054,NUTS_SL_01m_2024.shp,SI0,2018,September,9
2018-10-01,2018-11-01,0.02077094465494156,0.032242149114608765,0.026472270241384106,0.002303686277634677,65536,35912,NUTS_SL_01m_2024.shp,SI0,2018,October,10
2018-12-01,2019-01-01,0.022734712809324265,0.03925668075680733,0.03108608929947737,0.0029810618506066495,65536,43970,NUTS_SL_01m_2024.shp,SI0,2018,December,12
2019-01-01,2019-02-01,0.02297959104180336,0.03656044602394104,0.02942587978309278,0.002512554292514981,65536,46483,NUTS_SL_01m_2024.shp,SI0,2019,January,1
2019-03-01,2019-04-01,0.02502044104039669,0.040659692138433456,0.034157459852893146,0.0030179099806314814,65536,40810,NUTS_SL_01m_2024.shp,SI0,2019,March,3
2019-04-01,2019-05-01,0.026890544220805168,0.040008123964071274,0.03335760709108997,0.0024467190403567865,65536,53866,NUTS_SL_01m_2024.shp,SI0,2019,April,4
2019-05-01,2019-06-01,0.02436579205095768,0.03526989370584488,0.028823431742847055,0.0020839595054370254,65536,57029,NUTS_SL_01m_2024.shp,SI0,2019,May,5
2019-06-01,2019-07-01,0.015394577756524086,0.03223272040486336,0.025458553367725803,0.002511047261984802,65536,38061,NUTS_SL_01m_2024.shp,SI0,2019,June,6
2019-07-01,2019-08-01,0.021636558696627617,0.03742716461420059,0.030308057697552276,0.0024644661848167953,65536,38035,NUTS_SL_01m_2024.shp,SI0,2019,July,7
2019-08-01,2019-09-01,0.0204068161547184,0.03801613673567772,0.031025958628147166,0.003217677646484488,65536,36138,NUTS_SL_01m_2024.shp,SI0,2019,August,8
2019-09-01,2019-10-01,0.02372766099870205,0.031284820288419724,0.028168756660997506,0.0018627592410669295,65536,58542,NUTS_SL_01m_2024.shp,SI0,2019,September,9
2019-10-01,2019-11-01,0.021559227257966995,0.03525766730308533,0.027670151686625392,0.0021296396730266973,65536,38294,NUTS_SL_01m_2024.shp,SI0,2019,October,10
2019-11-01,2019-12-01,0.02242201380431652,0.03618389368057251,0.028576590705578025,0.002236415031374774,65536,39838,NUTS_SL_01m_2024.shp,SI0,2019,November,11
2019-12-01,2020-01-01,0.021824685856699944,0.0368180051445961,0.029736801516264677,0.0023972446121759746,65536,53460,NUTS_SL_01m_2024.shp,SI0,2019,December,12
2020-01-01,2020-02-01,0.031703073531389236,0.03550254926085472,0.03301176642180306,0.0013062747494289645,65536,64808,NUTS_SL_01m_2024.shp,SI0,2020,January,1
2020-02-01,2020-03-01,0.023658649995923042,0.03698531910777092,0.030867335540428767,0.0019800459142424445,65536,55536,NUTS_SL_01m_2024.shp,SI0,2020,February,2
2020-03-01,2020-04-01,0.02270611934363842,0.03958957642316818,0.03253631337568494,0.0028068128864277854,65536,38248,NUTS_SL_01m_2024.shp,SI0,2020,March,3
2020-04-01,2020-05-01,0.03032848611474037,0.0377824530005455,0.03453525098161467,0.0018924026842011344,65536,57099,NUTS_SL_01m_2024.shp,SI0,2020,April,4
2020-05-01,2020-06-01,0.021822206676006317,0.03822595253586769,0.0301271770795803,0.002902871693494286,65536,46314,NUTS_SL_01m_2024.shp,SI0,2020,May,5
2020-06-01,2020-07-01,0.01997426524758339,0.031502801924943924,0.02606142409165148,0.0021479811505056966,65536,40864,NUTS_SL_01m_2024.shp,SI0,2020,June,6
2020-07-01,2020-08-01,0.02143915556371212,0.03628773242235184,0.029133297615718326,0.003429456400665935,65536,51408,NUTS_SL_01m_2024.shp,SI0,2020,July,7
2020-09-01,2020-10-01,0.023796217516064644,0.04017755761742592,0.03177255544350603,0.003037506449704869,65536,42119,NUTS_SL_01m_2024.shp,SI0,2020,September,9
2020-10-01,2020-11-01,0.020195020362734795,0.035422444343566895,0.029209155823613515,0.0028477135253225584,65536,43878,NUTS_SL_01m_2024.shp,SI0,2020,October,10
2020-11-01,2020-12-01,0.026039404794573784,0.036765120923519135,0.03139558476066728,0.0020947232974731205,65536,37386,NUTS_SL_01m_2024.shp,SI0,2020,November,11
2020-12-01,2021-01-01,0.030885737389326096,0.032824862748384476,0.03196302925546964,0.0009635591377218279,65536,65527,NUTS_SL_01m_2024.shp,SI0,2020,December,12
2021-01-01,2021-02-01,0.027015645056962967,0.03101099096238613,0.028824771573739274,0.001042491196807003,65536,65469,NUTS_SL_01m_2024.shp,SI0,2021,January,1
2021-02-01,2021-03-01,0.027151072397828102,0.03618865832686424,0.03243647986274283,0.002069954320907181,65536,46233,NUTS_SL_01m_2024.shp,SI0,2021,February,2
2021-03-01,2021-04-01,0.0260575283318758,0.04191276431083679,0.03561661500619438,0.002639901863531524,65536,42279,NUTS_SL_01m_2024.shp,SI0,2021,March,3
2021-04-01,2021-05-01,0.025697356089949608,0.03813571110367775,0.0311325384852226,0.0021161974427934198,65536,45520,NUTS_SL_01m_2024.shp,SI0,2021,April,4
2021-05-01,2021-06-01,0.02303490974009037,0.03870347514748573,0.029348355569531106,0.002406660619383853,65536,47854,NUTS_SL_01m_2024.shp,SI0,2021,May,5
2021-06-01,2021-07-01,0.014486056752502918,0.0381668359041214,0.024625188007484745,0.003452627470410647,65536,34729,NUTS_SL_01m_2024.shp,SI0,2021,June,6
2021-07-01,2021-08-01,0.019838379696011543,0.038497552275657654,0.02900646260245089,0.003247066071546298,65536,39666,NUTS_SL_01m_2024.shp,SI0,2021,July,7
2021-08-01,2021-09-01,0.02941531129181385,0.04597924277186394,0.03807800356009746,0.002896908241967186,65536,37814,NUTS_SL_01m_2024.shp,SI0,2021,August,8
2021-09-01,2021-10-01,0.025998041033744812,0.0396164134144783,0.03293898406050254,0.00263644248070247,65536,55006,NUTS_SL_01m_2024.shp,SI0,2021,September,9
2021-10-01,2021-11-01,0.029012121260166168,0.03258783742785454,0.030989168349180963,0.0015275583515532783,65536,65197,NUTS_SL_01m_2024.shp,SI0,2021,October,10
2021-11-01,2021-12-01,0.02266596630215645,0.03839373588562012,0.030926475081662724,0.003022809020207809,65536,62925,NUTS_SL_01m_2024.shp,SI0,2021,November,11
2021-12-01,2022-01-01,0.016564015299081802,0.03373158350586891,0.02771591168521983,0.002570453244351066,65536,35316,NUTS_SL_01m_2024.shp,SI0,2021,December,12
2022-01-01,2022-02-01,0.024794695898890495,0.03716154024004936,0.03127603978596642,0.0029244470360272876,65536,56745,NUTS_SL_01m_2024.shp,SI0,2022,January,1
2022-02-01,2022-03-01,0.0239070113748312,0.042417123913764954,0.032770362951478255,0.0029919473551029236,65536,41255,NUTS_SL_01m_2024.shp,SI0,2022,February,2
2022-03-01,2022-04-01,0.02778507210314274,0.03931332379579544,0.032455545860594154,0.0030515478948988962,65536,60922,NUTS_SL_01m_2024.shp,SI0,2022,March,3
2022-04-01,2022-05-01,0.02177255041897297,0.04152403399348259,0.030096679916455107,0.0029391210296631893,65536,38571,NUTS_SL_01m_2024.shp,SI0,2022,April,4
2022-05-01,2022-06-01,0.020456796512007713,0.03535399213433266,0.027329182886610046,0.0023551280256234896,65536,35232,NUTS_SL_01m_2024.shp,SI0,2022,May,5
2022-06-01,2022-07-01,0.016202330589294434,0.033387210220098495,0.025848726387882427,0.002996703852280239,65536,33842,NUTS_SL_01m_2024.shp,SI0,2022,June,6
2022-07-01,2022-08-01,0.022074827924370766,0.03211101144552231,0.025997239133572114,0.00204478587311875,65536,50012,NUTS_SL_01m_2024.shp,SI0,2022,July,7
2022-08-01,2022-09-01,0.015982089564204216,0.034797243773937225,0.025166017778243503,0.0040926486304675574,65536,60047,NUTS_SL_01m_2024.shp,SI0,2022,August,8
2022-09-01,2022-10-01,0.018965620547533035,0.03287198394536972,0.026137922136563595,0.0027949510223643287,65536,52800,NUTS_SL_01m_2024.shp,SI0,2022,September,9
2022-10-01,2022-11-01,0.01789531484246254,0.03304527327418327,0.025308109734302316,0.0018869750768805843,65536,54872,NUTS_SL_01m_2024.shp,SI0,2022,October,10
2022-11-01,2022-12-01,0.023481974378228188,0.03416294604539871,0.028786272330083962,0.003482551840150921,65536,61639,NUTS_SL_01m_2024.shp,SI0,2022,November,11
2022-12-01,2023-01-01,0.020946631208062172,0.034804534167051315,0.02694274943777317,0.002504782829747698,65536,52635,NUTS_SL_01m_2024.shp,SI0,2022,December,12
2023-01-01,2023-02-01,0.022028693929314613,0.03976323455572128,0.031132794217447732,0.0028816912457788188,65536,39892,NUTS_SL_01m_2024.shp,SI0,2023,January,1
2023-02-01,2023-03-01,0.024844186380505562,0.04039411619305611,0.031853957804096805,0.0034316002999856985,65536,55512,NUTS_SL_01m_2024.shp,SI0,2023,February,2
2023-03-01,2023-04-01,0.028470445424318314,0.043000441044569016,0.03644640382271414,0.002736759461609042,65536,62877,NUTS_SL_01m_2024.shp,SI0,2023,March,3
2023-04-01,2023-05-01,0.022826822474598885,0.035184603184461594,0.029429942092711665,0.0027120336865476,65536,46610,NUTS_SL_01m_2024.shp,SI0,2023,April,4
2023-05-01,2023-06-01,0.025091007351875305,0.03791630268096924,0.03200234163465986,0.00351197974242413,65536,58173,NUTS_SL_01m_2024.shp,SI0,2023,May,5
2023-06-01,2023-07-01,0.019765561446547508,0.04348792880773544,0.033428264777376086,0.003153019370934709,65536,35027,NUTS_SL_01m_2024.shp,SI0,2023,June,6
2023-07-01,2023-08-01,0.024966243654489517,0.0439068004488945,0.03442312244310883,0.002940136251042835,65536,42194,NUTS_SL_01m_2024.shp,SI0,2023,July,7
2023-08-01,2023-09-01,0.03093085251748562,0.056745924055576324,0.041756903629950375,0.00405346395442139,65536,41345,NUTS_SL_01m_2024.shp,SI0,2023,August,8
2023-09-01,2023-10-01,0.020423272624611855,0.03783683851361275,0.03143856108927948,0.00300796045324272,65536,50077,NUTS_SL_01m_2024.shp,SI0,2023,September,9
2023-10-01,2023-11-01,0.019347473978996277,0.04190758615732193,0.02824854684774367,0.00364203639101364,65536,53057,NUTS_SL_01m_2024.shp,SI0,2023,October,10
2023-11-01,2023-12-01,0.03146674111485481,0.03296758979558945,0.03235360624437984,0.0007379163920592631,65536,65382,NUTS_SL_01m_2024.shp,SI0,2023,November,11
2023-12-01,2024-01-01,0.03249558433890343,0.038437675684690475,0.03518321305921634,0.0026167475370168854,65536,65171,NUTS_SL_01m_2024.shp,SI0,2023,December,12
2024-02-01,2024-03-01,0.026817912235856056,0.04034319892525673,0.0323159022913628,0.0029249668937675988,65536,56468,NUTS_SL_01m_2024.shp,SI0,2024,February,2
2024-03-01,2024-04-01,0.02121717669069767,0.03922179341316223,0.03037316082101921,0.003346979310491284,65536,60755,NUTS_SL_01m_2024.shp,SI0,2024,March,3
2024-04-01,2024-05-01,0.020423654466867447,0.041590455919504166,0.03348592730657285,0.0032555416553488765,65536,45006,NUTS_SL_01m_2024.shp,SI0,2024,April,4
2024-05-01,2024-06-01,0.019537748768925667,0.03912409022450447,0.029068775357913152,0.00373660769175377,65536,49663,NUTS_SL_01m_2024.shp,SI0,2024,May,5
2024-06-01,2024-07-01,0.023410450667142868,0.03640597313642502,0.03053813210736242,0.002571664653312403,65536,39186,NUTS_SL_01m_2024.shp,SI0,2024,June,6
2024-07-01,2024-08-01,0.02297203242778778,0.037466928362846375,0.029546608218986272,0.0026864402115645163,65536,51028,NUTS_SL_01m_2024.shp,SI0,2024,July,7
2024-08-01,2024-09-01,0.024569185450673103,0.038781724870204926,0.033816584936668885,0.0029015597943235086,65536,45005,NUTS_SL_01m_2024.shp,SI0,2024,August,8
2024-09-01,2024-10-01,0.022425979375839233,0.037712205201387405,0.031078149290549383,0.002636778282920546,65536,45099,NUTS_SL_01m_2024.shp,SI0,2024,September,9
2024-10-01,2024-11-01,0.022517206147313118,0.03507858142256737,0.029752755183335537,0.0026805342684497755,65536,46394,NUTS_SL_01m_2024.shp,SI0,2024,October,10
2024-11-01,2024-12-01,0.026868212968111038,0.03872930258512497,0.03314378850102171,0.0025869348011507668,65536,40636,NUTS_SL_01m_2024.shp,SI0,2024,November,11
2024-12-01,2025-01-01,0.02058788575232029,0.047991376370191574,0.031795181105846775,0.003908334482251696,65536,45446,NUTS_SL_01m_2024.shp,SI0,2024,December,12
2018-04-01,2018-05-01,0.02779078297317028,0.04127531498670578,0.033819390544070745,0.0025686303501559794,65536,44542,NUTS_SL_01m_2024.shp,SI03,2018,April,4
2018-05-01,2018-06-01,0.022255070507526398,0.03498857840895653,0.029381999042356173,0.002317466027271006,65536,48109,NUTS_SL_01m_2024.shp,SI03,2018,May,5
2018-06-01,2018-07-01,0.01986878551542759,0.032230086624622345,0.027167713728460916,0.0024211568839202003,65536,46064,NUTS_SL_01m_2024.shp,SI03,2018,June,6
2018-07-01,2018-08-01,0.02142113447189331,0.03258463740348816,0.027896567195671934,0.0023690226497345836,65536,43975,NUTS_SL_01m_2024.shp,SI03,2018,July,7
2018-09-01,2018-10-01,0.01795382983982563,0.034868888556957245,0.028128014373815794,0.002593121004779461,65536,41481,NUTS_SL_01m_2024.shp,SI03,2018,September,9
2018-10-01,2018-11-01,0.02110721357166767,0.032242149114608765,0.026997570101009637,0.0022921626765358104,65536,43769,NUTS_SL_01m_2024.shp,SI03,2018,October,10
2018-12-01,2019-01-01,0.023484565317630768,0.03925668075680733,0.031349000627268496,0.002878019849481655,65536,45019,NUTS_SL_01m_2024.shp,SI03,2018,December,12
2019-01-01,2019-02-01,0.02467419020831585,0.03656044602394104,0.029675298206351983,0.002385494973842539,65536,51555,NUTS_SL_01m_2024.shp,SI03,2019,January,1
2019-02-01,2019-03-01,0.024720573797822,0.03587527573108673,0.031422647485978276,0.0018555780431354148,65536,44648,NUTS_SL_01m_2024.shp,SI03,2019,February,2
2019-03-01,2019-04-01,0.026367146521806717,0.040659692138433456,0.035160829379750694,0.00273968882238776,65536,46840,NUTS_SL_01m_2024.shp,SI03,2019,March,3
2019-04-01,2019-05-01,0.026890544220805168,0.037696219980716705,0.032796530707826274,0.0022368751088699267,65536,62077,NUTS_SL_01m_2024.shp,SI03,2019,April,4
2019-05-01,2019-06-01,0.024870555847883224,0.02989315427839756,0.028127971280529993,0.001241455543694576,65536,61375,NUTS_SL_01m_2024.shp,SI03,2019,May,5
2019-06-01,2019-07-01,0.015394577756524086,0.03223272040486336,0.025981002461663554,0.0023347751178848697,65536,42816,NUTS_SL_01m_2024.shp,SI03,2019,June,6
