interval_from,interval_to,no2_B0_min,no2_B0_max,no2_B0_mean,no2_B0_stDev,no2_B0_sampleCount,no2_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2019-08-01,2019-09-01,5.417682586994488e-06,4.594827987602912e-05,2.761980055416842e-05,7.337281402515915e-06,65536,29399,NUTS_SL_01m_2024.shp,SI032,2019,August,8
2019-09-01,2019-10-01,1.347759462078102e-05,5.916754889767617e-05,3.523961167951369e-05,8.694723389780379e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,September,9
2019-11-01,2019-12-01,1.1253570846747607e-05,0.00011570886272238567,6.532099629682285e-05,1.4311389885825613e-05,65536,28091,NUTS_SL_01m_2024.shp,SI032,2019,November,11
2019-12-01,2020-01-01,1.0678401849872898e-05,8.944768342189491e-05,4.3038547113312666e-05,1.5239409780260059e-05,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,December,12
2020-02-01,2020-03-01,1.9056533346883953e-05,6.430506618926302e-05,3.9675205181517896e-05,1.5263093919463623e-05,65536,61800,NUTS_SL_01m_2024.shp,SI032,2020,February,2
2020-03-01,2020-04-01,2.8028209726471687e-06,4.032424112665467e-05,2.419845624445311e-05,7.297854821113068e-06,65536,47425,NUTS_SL_01m_2024.shp,SI032,2020,March,3
2020-04-01,2020-05-01,3.9378113569910056e-07,7.277428085217252e-05,3.1606430843470637e-05,1.2711379943232255e-05,65536,38807,NUTS_SL_01m_2024.shp,SI032,2020,April,4
2020-06-01,2020-07-01,2.9172847462177742e-06,4.815127977053635e-05,2.1753934340302136e-05,9.367009424569644e-06,65536,49622,NUTS_SL_01m_2024.shp,SI032,2020,June,6
2020-07-01,2020-08-01,1.4439659935305826e-05,4.660832564695738e-05,3.0624956481050386e-05,7.843919618387465e-06,65536,51477,NUTS_SL_01m_2024.shp,SI032,2020,July,7
2020-09-01,2020-10-01,9.176866115012672e-06,9.197955660056323e-05,4.713256827430161e-05,1.6328087872939845e-05,65536,57194,NUTS_SL_01m_2024.shp,SI032,2020,September,9
2020-10-01,2020-11-01,2.058656036751927e-07,5.410128505900502e-05,2.2314737351318668e-05,1.1073187834955293e-05,65536,28295,NUTS_SL_01m_2024.shp,SI032,2020,October,10
2020-11-01,2020-12-01,4.0467748476658016e-05,8.841648377710953e-05,6.45149475498109e-05,1.2024695691860004e-05,65536,32974,NUTS_SL_01m_2024.shp,SI032,2020,November,11
2020-12-01,2021-01-01,2.5183042453136295e-05,6.464421312557533e-05,4.7138519551460666e-05,8.705232633846893e-06,65536,56709,NUTS_SL_01m_2024.shp,SI032,2020,December,12
2021-02-01,2021-03-01,3.6258945328881964e-05,4.256562897353433e-05,3.912561971281486e-05,3.1402844502045423e-06,65536,65525,NUTS_SL_01m_2024.shp,SI032,2021,February,2
2021-03-01,2021-04-01,1.8829967984856921e-06,7.189649477368221e-05,3.5056406273435654e-05,1.4126159265588693e-05,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,March,3
2021-04-01,2021-05-01,-6.1761588767694775e-06,7.391483813989908e-05,2.747694092869674e-05,1.5458022888283652e-05,65536,54346,NUTS_SL_01m_2024.shp,SI032,2021,April,4
2021-06-01,2021-07-01,-6.27592635282781e-06,6.27098124823533e-05,2.220194670094867e-05,1.3252570388042738e-05,65536,42120,NUTS_SL_01m_2024.shp,SI032,2021,June,6
2021-07-01,2021-08-01,6.663820840913104e-06,5.844624320161529e-05,3.455769644832457e-05,1.1149008501902788e-05,65536,48630,NUTS_SL_01m_2024.shp,SI032,2021,July,7
2021-08-01,2021-09-01,3.817815013462678e-06,7.094199099810794e-05,2.9924379330171776e-05,1.0747425040174959e-05,65536,35649,NUTS_SL_01m_2024.shp,SI032,2021,August,8
2021-09-01,2021-10-01,1.5467430785065517e-05,3.703905167640187e-05,2.0810301598285746e-05,5.918366497301816e-06,65536,63214,NUTS_SL_01m_2024.shp,SI032,2021,September,9
2021-10-01,2021-11-01,2.2153204554342665e-05,9.868726192507893e-05,4.493176800603203e-05,1.500660019973697e-05,65536,34539,NUTS_SL_01m_2024.shp,SI032,2021,October,10
2021-12-01,2022-01-01,1.0384508641436696e-05,8.229330705944449e-05,4.928931709866358e-05,1.4786463590575759e-05,65536,30871,NUTS_SL_01m_2024.shp,SI032,2021,December,12
2022-01-01,2022-02-01,3.1267059966921806e-05,5.9717123804148287e-05,4.616598629156628e-05,1.4209060469119145e-05,65536,63594,NUTS_SL_01m_2024.shp,SI032,2022,January,1
2022-02-01,2022-03-01,2.198858783231117e-05,6.472450331784785e-05,3.8253018600600445e-05,7.4127220868397705e-06,65536,46588,NUTS_SL_01m_2024.shp,SI032,2022,February,2
2022-04-01,2022-05-01,-2.2878500658407575e-06,4.8286554374499246e-05,2.408250109382314e-05,8.328431489070711e-06,65536,29110,NUTS_SL_01m_2024.shp,SI032,2022,April,4
2022-05-01,2022-06-01,4.041025931655895e-06,4.627328598871827e-05,2.4453449629011355e-05,9.221845394009337e-06,65536,41960,NUTS_SL_01m_2024.shp,SI032,2022,May,5
2022-06-01,2022-07-01,9.789754585654009e-06,4.7862002247711644e-05,2.4086862270996354e-05,6.642189992536013e-06,65536,39749,NUTS_SL_01m_2024.shp,SI032,2022,June,6
2022-07-01,2022-08-01,7.66105586080812e-06,4.966461347066797e-05,2.7331303829419434e-05,9.645112719808478e-06,65536,45474,NUTS_SL_01m_2024.shp,SI032,2022,July,7
2022-08-01,2022-09-01,2.1785539502161555e-05,5.925346340518445e-05,3.751614064613172e-05,1.0689854073977e-05,65536,53433,NUTS_SL_01m_2024.shp,SI032,2022,August,8
2022-09-01,2022-10-01,-9.109014172281604e-06,4.576209175866097e-05,2.2401804707655286e-05,1.0124077149362782e-05,65536,46923,NUTS_SL_01m_2024.shp,SI032,2022,September,9
2022-10-01,2022-11-01,1.9216244254494086e-05,9.36025899136439e-05,4.969105418172503e-05,1.7438603851865352e-05,65536,42040,NUTS_SL_01m_2024.shp,SI032,2022,October,10
2022-12-01,2023-01-01,-3.050587656616699e-05,8.094216900644824e-05,1.581292475325701e-05,1.897525622496799e-05,65536,32352,NUTS_SL_01m_2024.shp,SI032,2022,December,12
2023-01-01,2023-02-01,2.2713978978572413e-05,7.361991447396576e-05,4.2457384176052546e-05,1.624931778132911e-05,65536,60075,NUTS_SL_01m_2024.shp,SI032,2023,January,1
2023-04-01,2023-05-01,5.4819934121042024e-06,2.8713891879306175e-05,1.499308871052263e-05,7.586319723183638e-06,65536,56473,NUTS_SL_01m_2024.shp,SI032,2023,April,4
2023-05-01,2023-06-01,2.6838049961952493e-05,3.0050645364099182e-05,2.7858290214803313e-05,1.49556978167399e-06,65536,63738,NUTS_SL_01m_2024.shp,SI032,2023,May,5
2023-06-01,2023-07-01,1.3956834663986228e-05,5.5791322665754706e-05,3.601070015911739e-05,8.791687568126465e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,June,6
2023-07-01,2023-08-01,-4.042979526275303e-06,3.8604946894338354e-05,1.631361154899988e-05,9.559781157333808e-06,65536,37746,NUTS_SL_01m_2024.shp,SI032,2023,July,7
2023-08-01,2023-09-01,-3.0116007110336795e-06,4.539616929832846e-05,1.289788977334789e-05,8.313354643818134e-06,65536,36198,NUTS_SL_01m_2024.shp,SI032,2023,August,8
2023-09-01,2023-10-01,2.8851491151726805e-05,4.0726848965277895e-05,3.48230996522553e-05,5.937581964287727e-06,65536,64486,NUTS_SL_01m_2024.shp,SI032,2023,September,9
2023-10-01,2023-11-01,-7.321925750147784e-06,4.986313797417097e-05,2.107005891620835e-05,1.4398681102048691e-05,65536,59404,NUTS_SL_01m_2024.shp,SI032,2023,October,10
2023-12-01,2024-01-01,-2.3778390811912686e-08,5.925823643337935e-05,2.79307743639094e-05,1.7052277206440435e-05,65536,53977,NUTS_SL_01m_2024.shp,SI032,2023,December,12
2024-01-01,2024-02-01,3.1739062251290306e-05,0.00010909873526543379,7.697959264872714e-05,1.415410004403753e-05,65536,32016,NUTS_SL_01m_2024.shp,SI032,2024,January,1
2024-04-01,2024-05-01,1.2366216651571449e-05,6.11937721259892e-05,3.564838012288505e-05,8.209509569171756e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2024,April,4
2024-05-01,2024-06-01,1.9806202544714324e-05,5.378857895266265e-05,4.375116250093586e-05,1.5354437433927113e-05,65536,65004,NUTS_SL_01m_2024.shp,SI032,2024,May,5
2024-06-01,2024-07-01,3.3121261822088854e-06,3.4318920370424166e-05,1.738055031833497e-05,7.304349121081315e-06,65536,31722,NUTS_SL_01m_2024.shp,SI032,2024,June,6
2024-07-01,2024-08-01,5.018916453991551e-06,3.574331276468001e-05,2.2423316425624745e-05,6.569901394603559e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2024,July,7
2024-08-01,2024-09-01,1.205141052196268e-05,5.053269342170097e-05,3.169755776696704e-05,7.814744074421111e-06,65536,32566,NUTS_SL_01m_2024.shp,SI032,2024,August,8
2024-09-01,2024-10-01,-3.582610361263505e-06,6.459616270149127e-05,2.7012990426233108e-05,1.1499732308598335e-05,65536,27923,NUTS_SL_01m_2024.shp,SI032,2024,September,9
2024-10-01,2024-11-01,1.788423105608672e-05,8.858249202603474e-05,5.4261082708918966e-05,1.676020671466106e-05,65536,51954,NUTS_SL_01m_2024.shp,SI032,2024,October,10
2024-11-01,2024-12-01,1.549059925309848e-05,9.120635513681918e-05,6.477656275105481e-05,1.370983630846685e-05,65536,32602,NUTS_SL_01m_2024.shp,SI032,2024,November,11
2024-12-01,2025-01-01,1.3805169146507978e-05,0.00017608933558221906,9.135066439188933e-05,3.233030399896839e-05,65536,41939,NUTS_SL_01m_2024.shp,SI032,2024,December,12
2018-04-01,2018-05-01,-2.3210964172903914e-06,5.4907901358092204e-05,1.7152851055689823e-05,1.6594583219664106e-05,65536,55217,NUTS_SL_01m_2024.shp,SI033,2018,April,4
2018-05-01,2018-06-01,6.712897175020771e-06,4.022744906251319e-05,2.2966447401679933e-05,9.87589507077768e-06,65536,51236,NUTS_SL_01m_2024.shp,SI033,2018,May,5
2018-06-01,2018-07-01,4.701230864156969e-06,3.308994200779125e-05,1.5773010482770908e-05,8.166793453227254e-06,65536,58733,NUTS_SL_01m_2024.shp,SI033,2018,June,6
2018-07-01,2018-08-01,3.82196640202892e-06,4.0744685975369066e-05,2.5866255758276444e-05,9.247140261654213e-06,65536,36991,NUTS_SL_01m_2024.shp,SI033,2018,July,7
2018-09-01,2018-10-01,-1.4307333913166076e-05,4.5731529098702595e-05,2.329926048494915e-05,1.1775518568920962e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,September,9
2018-10-01,2018-11-01,2.7683731786964927e-06,4.7083052777452394e-05,2.875739969647844e-05,1.1084969490624556e-05,65536,30202,NUTS_SL_01m_2024.shp,SI033,2018,October,10
2019-02-01,2019-03-01,4.008090854767943e-06,6.153638969408348e-05,3.637632899579766e-05,1.3824681112328983e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,February,2
2019-03-01,2019-04-01,-4.863802132604178e-06,4.264476228854619e-05,2.033908906613667e-05,9.50819748573799e-06,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,March,3
2019-06-01,2019-07-01,3.417514108150499e-06,4.791999526787549e-05,2.1353486129173266e-05,8.031748127627981e-06,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,June,6
2019-07-01,2019-08-01,-6.296339051914401e-06,2.9434069801936857e-05,9.008675065083639e-06,1.0137438109504314e-05,65536,56252,NUTS_SL_01m_2024.shp,SI033,2019,July,7
2019-08-01,2019-09-01,7.6127903412270825e-06,4.35678412031848e-05,2.647695680305235e-05,8.4489070827399e-06,65536,46536,NUTS_SL_01m_2024.shp,SI033,2019,August,8
2019-09-01,2019-10-01,1.553067886561621e-05,5.8586625527823344e-05,3.587418694675368e-05,1.1220826612094958e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,September,9
2019-10-01,2019-11-01,2.264604154333938e-05,2.7034842787543312e-05,2.2745787026162194e-05,6.540748716874425e-07,65536,65404,NUTS_SL_01m_2024.shp,SI033,2019,October,10
2019-11-01,2019-12-01,1.1253570846747607e-05,9.11801980691962e-05,5.6696495467937065e-05,1.832487994330593e-05,65536,31109,NUTS_SL_01m_2024.shp,SI033,2019,November,11
2019-12-01,2020-01-01,-2.0126426534261554e-06,8.148385677486658e-05,3.459501907158324e-05,1.2516980800628702e-05,65536,27204,NUTS_SL_01m_2024.shp,SI033,2019,December,12
2020-02-01,2020-03-01,3.160786218359135e-05,7.254163938341662e-05,5.6234020810617346e-05,1.3627327165915944e-05,65536,61026,NUTS_SL_01m_2024.shp,SI033,2020,February,2
2020-03-01,2020-04-01,9.346807928523049e-06,3.799864134634845e-05,2.3480979393447363e-05,9.004835334321981e-06,65536,52882,NUTS_SL_01m_2024.shp,SI033,2020,March,3
2020-04-01,2020-05-01,1.8197131794295274e-05,2.696688170544803e-05,1.8890986395748644e-05,2.367170699694158e-06,65536,64310,NUTS_SL_01m_2024.shp,SI033,2020,April,4
2020-06-01,2020-07-01,2.9172847462177742e-06,4.815127977053635e-05,2.33065956715132e-05,1.1356655112376433e-05,65536,45725,NUTS_SL_01m_2024.shp,SI033,2020,June,6
2020-07-01,2020-08-01,7.1142403612611815e-06,3.475950870779343e-05,2.008834641491042e-05,7.088371049471639e-06,65536,40164,NUTS_SL_01m_2024.shp,SI033,2020,July,7
2020-09-01,2020-10-01,1.2661269465752412e-05,7.409685349557549e-05,3.755921793163376e-05,1.6514814002191313e-05,65536,47016,NUTS_SL_01m_2024.shp,SI033,2020,September,9
2020-10-01,2020-11-01,-7.572598406113684e-06,4.247164906701073e-05,2.2181134412835158e-05,1.1079099928271651e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,October,10
2020-11-01,2020-12-01,1.2533108929346781e-05,6.62776583340019e-05,4.158896072641936e-05,1.0477709074531255e-05,65536,30296,NUTS_SL_01m_2024.shp,SI033,2020,November,11
2021-02-01,2021-03-01,9.318697266280651e-06,5.470016913022846e-05,3.249042231089092e-05,9.50071325408759e-06,65536,30775,NUTS_SL_01m_2024.shp,SI033,2021,February,2
2021-03-01,2021-04-01,-7.132183327485109e-06,7.001385529292747e-05,1.9468869643175022e-05,1.1234560578783687e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,March,3
2021-04-01,2021-05-01,-9.72527232079301e-07,3.947986988350749e-05,1.298036735510063e-05,9.139261368038032e-06,65536,56043,NUTS_SL_01m_2024.shp,SI033,2021,April,4
2021-06-01,2021-07-01,-1.4076063052925747e-05,3.464385008555837e-05,1.1455515607146e-05,1.3045423085279721e-05,65536,46938,NUTS_SL_01m_2024.shp,SI033,2021,June,6
2021-07-01,2021-08-01,-2.610285037007998e-07,5.4276868468150496e-05,2.4772116880538382e-05,1.047370026007259e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,July,7
2021-08-01,2021-09-01,2.976352334371768e-06,5.2105056965956464e-05,2.3191145535113636e-05,1.1590655026080232e-05,65536,48221,NUTS_SL_01m_2024.shp,SI033,2021,August,8
2021-10-01,2021-11-01,1.1228680705244187e-05,9.044622856890783e-05,4.7037554782749956e-05,1.704713708869064e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,October,10
2021-11-01,2021-12-01,2.9273629479575902e-05,2.9273629479575902e-05,2.9273629479575902e-05,0.0,65536,65128,NUTS_SL_01m_2024.shp,SI033,2021,November,11
2021-12-01,2022-01-01,7.3430760494375136e-06,9.907136700348929e-05,4.929657437676213e-05,2.074793220383285e-05,65536,28355,NUTS_SL_01m_2024.shp,SI033,2021,December,12
2022-02-01,2022-03-01,2.96997186524095e-05,2.96997186524095e-05,2.96997186524095e-05,0.0,65536,65218,NUTS_SL_01m_2024.shp,SI033,2022,February,2
2022-04-01,2022-05-01,-6.622376531595364e-06,4.8286554374499246e-05,1.537568797135718e-05,1.2103844116069522e-05,65536,38018,NUTS_SL_01m_2024.shp,SI033,2022,April,4
2022-05-01,2022-06-01,2.352305500608054e-06,4.813609120901674e-05,2.5784953211413406e-05,1.1505229490235535e-05,65536,42252,NUTS_SL_01m_2024.shp,SI033,2022,May,5
2022-06-01,2022-07-01,5.068795303486695e-07,4.073301897733472e-05,1.8022181467122444e-05,1.1309318538300977e-05,65536,47949,NUTS_SL_01m_2024.shp,SI033,2022,June,6
2022-07-01,2022-08-01,2.9328413802431896e-05,2.9328413802431896e-05,2.9328413802431896e-05,0.0,65536,63952,NUTS_SL_01m_2024.shp,SI033,2022,July,7
2022-10-01,2022-11-01,6.012717221892672e-06,7.331114466069266e-05,4.061365097780138e-05,1.5729935084486297e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,October,10
2022-12-01,2023-01-01,-3.574031143216416e-05,8.094216900644824e-05,1.628285038598037e-05,2.375052163922514e-05,65536,31480,NUTS_SL_01m_2024.shp,SI033,2022,December,12
2023-01-01,2023-02-01,2.410142542430549e-06,5.278566459310241e-05,3.056222631824984e-05,1.0353922759813637e-05,65536,30452,NUTS_SL_01m_2024.shp,SI033,2023,January,1
2023-03-01,2023-04-01,2.195964043494314e-05,2.394844159425702e-05,2.2072991796354823e-05,4.610691790300683e-07,65536,65150,NUTS_SL_01m_2024.shp,SI033,2023,March,3
2023-04-01,2023-05-01,7.2239822657138575e-06,2.72673241852317e-05,1.802282284580738e-05,8.209874474528987e-06,65536,59576,NUTS_SL_01m_2024.shp,SI033,2023,April,4
2023-06-01,2023-07-01,1.0796341484820005e-05,5.659484668285586e-05,3.065350747302362e-05,1.0065201239144082e-05,65536,27853,NUTS_SL_01m_2024.shp,SI033,2023,June,6
2023-07-01,2023-08-01,-9.606582352716941e-06,4.573407204588875e-05,1.9016647075361733e-05,1.2219531597277294e-05,65536,36203,NUTS_SL_01m_2024.shp,SI033,2023,July,7
2023-08-01,2023-09-01,-5.515174052561633e-06,3.8279675209196284e-05,9.244536706344498e-06,8.447471178189746e-06,65536,49854,NUTS_SL_01m_2024.shp,SI033,2023,August,8
2024-01-01,2024-02-01,1.1666357750073075e-05,7.368936348939314e-05,3.991447929230984e-05,1.7349588835740038e-05,65536,62430,NUTS_SL_01m_2024.shp,SI033,2024,January,1
2024-04-01,2024-05-01,-5.8479990912019275e-06,6.602502253372222e-05,3.0414362604799137e-05,1.2094494102790416e-05,65536,26791,NUTS_SL_01m_2024.shp,SI033,2024,April,4
2024-05-01,2024-06-01,3.5773005947703496e-05,3.5773005947703496e-05,3.5773005947703496e-05,0.0,65536,64768,NUTS_SL_01m_2024.shp,SI033,2024,May,5
2024-06-01,2024-07-01,-9.471219527767971e-06,2.370463334955275e-05,7.905714704017905e-06,9.953218019712299e-06,65536,54408,NUTS_SL_01m_2024.shp,SI033,2024,June,6
2024-07-01,2024-08-01,-1.7524867246265785e-07,2.7758005671785213e-05,1.528016571204816e-05,7.131629244643007e-06,65536,26791,NUTS_SL_01m_2024.shp,SI033,2024,July,7
2024-08-01,2024-09-01,1.0887151802307926e-05,5.2519753808155656e-05,2.8237035031816407e-05,9.060008063931177e-06,65536,26791,NUTS_SL_01m_2024.shp,SI033,2024,August,8
2024-09-01,2024-10-01,-8.938742212194484e-06,4.04904130846262e-05,2.0127684942174778e-05,1.0506101024521269e-05,65536,26803,NUTS_SL_01m_2024.shp,SI033,2024,September,9
2024-10-01,2024-11-01,1.786879511200823e-05,9.393133950652555e-05,4.654731802182709e-05,1.696133539103002e-05,65536,30938,NUTS_SL_01m_2024.shp,SI033,2024,October,10
2024-11-01,2024-12-01,1.536871786811389e-05,6.472079257946461e-05,4.370117039933994e-05,1.3711522357389097e-05,65536,30748,NUTS_SL_01m_2024.shp,SI033,2024,November,11
2024-12-01,2025-01-01,4.194177108729491e-06,0.00011358839401509613,5.0858183362725374e-05,2.4007817534966593e-05,65536,26840,NUTS_SL_01m_2024.shp,SI033,2024,December,12
2018-04-01,2018-05-01,-9.38757602853002e-06,2.9210777938715182e-05,1.1545023199794706e-05,1.045067265702935e-05,65536,57730,NUTS_SL_01m_2024.shp,SI034,2018,April,4
2018-05-01,2018-06-01,7.084099138410238e-07,3.999592809122987e-05,2.2688392633196677e-05,8.48313593191805e-06,65536,41337,NUTS_SL_01m_2024.shp,SI034,2018,May,5
2018-06-01,2018-07-01,1.324640015809564e-05,4.613298369804397e-05,2.944714641536154e-05,8.635836664189664e-06,65536,56683,NUTS_SL_01m_2024.shp,SI034,2018,June,6
2018-07-01,2018-08-01,1.7580150597495958e-05,4.662451465264894e-05,2.7145647501708807e-05,5.33955132796665e-06,65536,39195,NUTS_SL_01m_2024.shp,SI034,2018,July,7
2018-09-01,2018-10-01,-4.942510713590309e-06,4.729440115625039e-05,1.980856107316552e-05,1.0329234918286445e-05,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,September,9
2018-10-01,2018-11-01,2.7683731786964927e-06,5.789313945570029e-05,2.8615330574252755e-05,1.068107556998623e-05,65536,38316,NUTS_SL_01m_2024.shp,SI034,2018,October,10
2018-12-01,2019-01-01,-2.1987113996146945e-06,9.006368782138452e-05,4.5699419415437755e-05,2.225066563632037e-05,65536,56418,NUTS_SL_01m_2024.shp,SI034,2018,December,12
2019-02-01,2019-03-01,4.008090854767943e-06,8.607465133536607e-05,4.955797877181905e-05,1.5022504061242632e-05,65536,35309,NUTS_SL_01m_2024.shp,SI034,2019,February,2
2019-03-01,2019-04-01,-6.766152637283085e-06,5.490748299052939e-05,2.5529454614708816e-05,1.1568220656882538e-05,65536,35309,NUTS_SL_01m_2024.shp,SI034,2019,March,3
2019-06-01,2019-07-01,1.1771646768465871e-07,4.791999526787549e-05,2.2779572846786662e-05,8.003524045712364e-06,65536,35309,NUTS_SL_01m_2024.shp,SI034,2019,June,6
2019-07-01,2019-08-01,-1.5387136045319494e-06,3.35958793584723e-05,1.799957395093941e-05,8.89690140349283e-06,65536,57846,NUTS_SL_01m_2024.shp,SI034,2019,July,7
2019-08-01,2019-09-01,5.417682586994488e-06,4.172594708506949e-05,2.7247435571069286e-05,6.2440265288344184e-06,65536,39423,NUTS_SL_01m_2024.shp,SI034,2019,August,8
2019-09-01,2019-10-01,-1.527223162156588e-06,5.7197550631826743e-05,3.323525128406439e-05,1.2053331416128613e-05,65536,35731,NUTS_SL_01m_2024.shp,SI034,2019,September,9
2019-11-01,2019-12-01,4.204614742775448e-05,0.0001229796325787902,7.839056158820243e-05,1.883108822119901e-05,65536,50467,NUTS_SL_01m_2024.shp,SI034,2019,November,11
2019-12-01,2020-01-01,-8.246971447078977e-06,8.403482934227213e-05,4.307628689812251e-05,1.8609579229364377e-05,65536,35309,NUTS_SL_01m_2024.shp,SI034,2019,December,12
2020-01-01,2020-02-01,2.8847603971371427e-05,5.311983477440663e-05,3.948400758337095e-05,6.710507106033527e-06,65536,61989,NUTS_SL_01m_2024.shp,SI034,2020,January,1
2020-02-01,2020-03-01,1.4993382137618028e-05,1.4993382137618028e-05,1.4993382137618028e-05,0.0,65536,65445,NUTS_SL_01m_2024.shp,SI034,2020,February,2
2020-03-01,2020-04-01,1.202355542773148e-05,4.6915822167648e-05,2.5721512905452227e-05,9.793879485230996e-06,65536,58419,NUTS_SL_01m_2024.shp,SI034,2020,March,3
2020-04-01,2020-05-01,1.888350016088225e-05,3.8044956454541534e-05,2.3653318176923006e-05,4.923348550210231e-06,65536,62997,NUTS_SL_01m_2024.shp,SI034,2020,April,4
2020-06-01,2020-07-01,3.235576969018439e-06,3.94104172301013e-05,2.1319827289282168e-05,9.076837522545254e-06,65536,55524,NUTS_SL_01m_2024.shp,SI034,2020,June,6
2020-07-01,2020-08-01,8.75250952958595e-06,5.499513281392865e-05,2.8645461046835378e-05,1.2969417600511424e-05,65536,62036,NUTS_SL_01m_2024.shp,SI034,2020,July,7
2020-09-01,2020-10-01,1.3088677405903582e-05,9.255653276341036e-05,4.459033727661552e-05,1.4579113726087657e-05,65536,47625,NUTS_SL_01m_2024.shp,SI034,2020,September,9
2020-10-01,2020-11-01,-6.447125997510739e-06,6.914685218362138e-05,2.433684675387728e-05,1.1810080040746819e-05,65536,36252,NUTS_SL_01m_2024.shp,SI034,2020,October,10
2020-11-01,2020-12-01,2.0181025320198387e-05,6.783173739677295e-05,4.42751226741897e-05,1.2990586128146536e-05,65536,55808,NUTS_SL_01m_2024.shp,SI034,2020,November,11
2020-12-01,2021-01-01,2.5949235350708477e-05,7.26585349184461e-05,4.335367820736118e-05,1.1677873627094071e-05,65536,63366,NUTS_SL_01m_2024.shp,SI034,2020,December,12
2021-02-01,2021-03-01,6.690570899081649e-06,5.755749953095801e-05,3.296947006482633e-05,1.1228875470359368e-05,65536,48529,NUTS_SL_01m_2024.shp,SI034,2021,February,2
2021-03-01,2021-04-01,-1.2621956102520926e-06,7.68957834225148e-05,3.2574654456217664e-05,1.4342544345862088e-05,65536,35619,NUTS_SL_01m_2024.shp,SI034,2021,March,3
2021-04-01,2021-05-01,-9.72527232079301e-07,3.947986988350749e-05,1.5417268240566134e-05,9.912317873684947e-06,65536,59207,NUTS_SL_01m_2024.shp,SI034,2021,April,4
2021-05-01,2021-06-01,1.6743550077080727e-05,1.6743550077080727e-05,1.6743550077080727e-05,0.0,65536,64952,NUTS_SL_01m_2024.shp,SI034,2021,May,5
2021-06-01,2021-07-01,-2.9353068384807557e-06,4.3071013351436704e-05,1.688754478749995e-05,1.0597445712837237e-05,65536,47679,NUTS_SL_01m_2024.shp,SI034,2021,June,6
2021-07-01,2021-08-01,-2.610285037007998e-07,5.844624320161529e-05,2.792583044925626e-05,1.1116014245811831e-05,65536,36742,NUTS_SL_01m_2024.shp,SI034,2021,July,7
2021-08-01,2021-09-01,-3.488450374788954e-06,7.094199099810794e-05,3.054184006382663e-05,1.299108785596426e-05,65536,41968,NUTS_SL_01m_2024.shp,SI034,2021,August,8
2021-10-01,2021-11-01,1.0759673386928625e-05,8.167401392711326e-05,4.06430312772121e-05,1.0532402244434262e-05,65536,36430,NUTS_SL_01m_2024.shp,SI034,2021,October,10
2021-11-01,2021-12-01,2.610351884868578e-06,3.0446823075180873e-05,6.869376488952938e-06,7.609973328286623e-06,65536,65107,NUTS_SL_01m_2024.shp,SI034,2021,November,11
2021-12-01,2022-01-01,-2.2002637706464157e-05,9.101697651203722e-05,4.453485745450489e-05,2.2062768127070657e-05,65536,35859,NUTS_SL_01m_2024.shp,SI034,2021,December,12
2022-02-01,2022-03-01,1.973963480850216e-05,7.146866846596822e-05,4.362705859257572e-05,1.5137978027129162e-05,65536,62049,NUTS_SL_01m_2024.shp,SI034,2022,February,2
2022-04-01,2022-05-01,-6.622376531595364e-06,4.311891825636849e-05,2.115869649521007e-05,9.684961605247394e-06,65536,39843,NUTS_SL_01m_2024.shp,SI034,2022,April,4
2022-05-01,2022-06-01,-1.05642111520865e-05,5.1917835662607104e-05,1.8652289570521418e-05,1.1607565123293875e-05,65536,46241,NUTS_SL_01m_2024.shp,SI034,2022,May,5
2022-06-01,2022-07-01,1.2959877494722605e-05,4.5156713895266876e-05,2.3961249058321245e-05,9.689849188517722e-06,65536,56898,NUTS_SL_01m_2024.shp,SI034,2022,June,6
2022-07-01,2022-08-01,7.347259725065669e-06,3.506914072204381e-05,1.705613836206744e-05,7.002152073175986e-06,65536,57930,NUTS_SL_01m_2024.shp,SI034,2022,July,7
2022-08-01,2022-09-01,2.9565077056759037e-05,3.20970757456962e-05,3.077603295146812e-05,1.2648021817001465e-06,65536,65513,NUTS_SL_01m_2024.shp,SI034,2022,August,8
2022-09-01,2022-10-01,-7.468253443221329e-06,5.077034802525304e-05,2.03268631517918e-05,1.3507821125618307e-05,65536,56383,NUTS_SL_01m_2024.shp,SI034,2022,September,9
