interval_from,interval_to,o3_B0_min,o3_B0_max,o3_B0_mean,o3_B0_stDev,o3_B0_sampleCount,o3_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2022-05-01,2022-06-01,0.15532881021499634,0.1597437709569931,0.1573309862043508,0.0008956740107378435,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,May,5
2022-06-01,2022-07-01,0.1408051997423172,0.1437365859746933,0.14245108185749172,0.0005833348426838271,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,June,6
2022-07-01,2022-08-01,0.1437077820301056,0.1471555531024933,0.1455063038034833,0.0009176872308464881,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,July,7
2022-08-01,2022-09-01,0.13586676120758057,0.14094489812850952,0.13867357729348628,0.0009850478996572245,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,August,8
2022-09-01,2022-10-01,0.13898789882659912,0.14607174694538116,0.1422933527381288,0.0015832237770588855,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,September,9
2022-10-01,2022-11-01,0.11911065876483917,0.12356102466583252,0.12126617808761123,0.0008958678860530098,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,October,10
2022-11-01,2022-12-01,0.1344192773103714,0.13935469090938568,0.13696144195688106,0.0012140413986585388,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,November,11
2022-12-01,2023-01-01,0.1402091681957245,0.14528508484363556,0.1426322393541442,0.0010106866014450862,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,December,12
2023-01-01,2023-02-01,0.140981063246727,0.14764797687530518,0.14452875216291278,0.0013969922216989024,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,January,1
2023-02-01,2023-03-01,0.1418178677558899,0.15100383758544922,0.1472051905026224,0.002092247252034018,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,February,2
2023-03-01,2023-04-01,0.1467028260231018,0.1525968462228775,0.14997525055060715,0.0012439571506739793,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,March,3
2023-04-01,2023-05-01,0.15015137195587158,0.1574980914592743,0.15379383546023448,0.001416100696082966,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,April,4
2023-05-01,2023-06-01,0.14794717729091644,0.15319480001926422,0.15098093429163062,0.001123530316430406,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,May,5
2023-06-01,2023-07-01,0.14130987226963043,0.14546754956245422,0.14350252062904476,0.0008243136123031027,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,June,6
2023-07-01,2023-08-01,0.1476745456457138,0.1522882878780365,0.14947153930967746,0.0007903183182229245,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,July,7
2023-08-01,2023-09-01,0.1430697739124298,0.1458960920572281,0.1444945942009675,0.0006594533156144237,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,August,8
2023-09-01,2023-10-01,0.12439437210559845,0.12863560020923615,0.12653243515373666,0.0008367923051910591,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,September,9
2023-10-01,2023-11-01,0.14080986380577087,0.1465330421924591,0.14350252675797864,0.0010693380883897469,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,October,10
2023-11-01,2023-12-01,0.13453486561775208,0.13942234218120575,0.137074672864842,0.0009882495566948847,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,November,11
2023-12-01,2024-01-01,0.13031744956970215,0.13372153043746948,0.1318034896372008,0.0006893291494424256,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,December,12
2018-04-01,2018-05-01,0.14583049714565277,0.15146322548389435,0.14907824826028812,0.0011622139630018842,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,April,4
2018-05-01,2018-06-01,0.142412930727005,0.1498083621263504,0.1472621257335311,0.0013754919159665562,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,May,5
2018-06-01,2018-07-01,0.14831441640853882,0.15416420996189117,0.15159671641073125,0.0014081517014230356,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,June,6
2018-07-01,2018-08-01,0.13897445797920227,0.1413789689540863,0.14016233716204066,0.0006016567197883953,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,July,7
2018-08-01,2018-09-01,0.13605937361717224,0.13744573295116425,0.13661512860654207,0.0005406862499120322,65536,61722,NUTS_SL_01m_2024.shp,SI032,2018,August,8
2018-09-01,2018-10-01,0.1237821877002716,0.1293320208787918,0.12610283898644162,0.0009663404578250241,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,September,9
2018-10-01,2018-11-01,0.12787051498889923,0.13199101388454437,0.12985024997926442,0.0007803720435563549,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,October,10
2018-11-01,2018-12-01,0.13065843284130096,0.13499242067337036,0.132591400462186,0.000808330425455977,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,November,11
2018-12-01,2019-01-01,0.14579853415489197,0.15347516536712646,0.1492829504673048,0.001243805973521951,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,December,12
2019-01-01,2019-02-01,0.18217387795448303,0.18702711164951324,0.184683900084926,0.0011175665349286144,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,January,1
2019-02-01,2019-03-01,0.127300426363945,0.1334906369447708,0.12996552762043087,0.0010895710614770506,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,February,2
2019-03-01,2019-04-01,0.15969468653202057,0.16606520116329193,0.16313878523971548,0.0010771098069774713,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,March,3
2019-04-01,2019-05-01,0.15877677500247955,0.16848249733448029,0.16272970811679513,0.0021786644145701155,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,April,4
2019-05-01,2019-06-01,0.1560641974210739,0.16119664907455444,0.15887426318989983,0.00123364502762611,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,May,5
2019-06-01,2019-07-01,0.1435287594795227,0.14728273451328278,0.14539071870944253,0.0007606855458387076,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,June,6
2019-07-01,2019-08-01,0.13441762328147888,0.14323684573173523,0.14030234501523617,0.0014621355291728612,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,July,7
2019-08-01,2019-09-01,0.1279563009738922,0.13243696093559265,0.13097602086671484,0.0007217665823084457,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,August,8
2019-09-01,2019-10-01,0.12188553810119629,0.12580879032611847,0.12391521565136149,0.00080691454114026,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,September,9
2019-10-01,2019-11-01,0.1332247406244278,0.13691145181655884,0.13479487479408128,0.000817192030388078,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,October,10
2019-11-01,2019-12-01,0.12253079563379288,0.12733449041843414,0.12522257164957035,0.0009866360086995308,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,November,11
2019-12-01,2020-01-01,0.13845917582511902,0.14243768155574799,0.13984343588171733,0.0008297398439142951,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,December,12
2020-01-01,2020-02-01,0.1359511911869049,0.13875333964824677,0.13743991951744686,0.0006497121554989539,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,January,1
2020-02-01,2020-03-01,0.13326138257980347,0.13982702791690826,0.13710458148181254,0.0012760509314316566,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,February,2
2020-03-01,2020-04-01,0.1868678778409958,0.1945810168981552,0.18976794757146812,0.0015556336721762175,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,March,3
2020-04-01,2020-05-01,0.15531903505325317,0.1621895432472229,0.15930264283482673,0.0012596929469671147,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,April,4
2020-05-01,2020-06-01,0.14886732399463654,0.15718315541744232,0.1540648729259607,0.0015420401455419185,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,May,5
2020-06-01,2020-07-01,0.13591989874839783,0.1410834640264511,0.13905678264745347,0.00102521219219829,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,June,6
2020-07-01,2020-08-01,0.1297823041677475,0.13727743923664093,0.13313837990933883,0.0013064937193601625,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,July,7
2020-08-01,2020-09-01,0.13525575399398804,0.1404060423374176,0.1379580718943488,0.0009543442161199002,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,August,8
2020-09-01,2020-10-01,0.12191566079854965,0.12703344225883484,0.12445415522736546,0.0011124012823884328,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,September,9
2020-10-01,2020-11-01,0.12381122261285782,0.12796436250209808,0.12609011709917473,0.0009167059066373944,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,October,10
2020-11-01,2020-12-01,0.12840840220451355,0.1324124038219452,0.1308388676181096,0.0009088381886595436,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,November,11
2020-12-01,2021-01-01,0.1405080407857895,0.14620475471019745,0.14400522679631694,0.0010239486064940646,65536,27923,NUTS_SL_01m_2024.shp,SI032,2020,December,12
2021-01-01,2021-02-01,0.1594254970550537,0.16530975699424744,0.16253799506931596,0.0009858199185552997,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,January,1
2021-02-01,2021-03-01,0.15256282687187195,0.15391157567501068,0.1531758945096623,0.0006715819489883463,65536,65525,NUTS_SL_01m_2024.shp,SI032,2021,February,2
2021-03-01,2021-04-01,0.14906267821788788,0.15400606393814087,0.15148132648889917,0.0010329053316460105,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,March,3
2021-04-01,2021-05-01,0.1556873619556427,0.16518260538578033,0.16017905693892814,0.0021845804749159475,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,April,4
2021-05-01,2021-06-01,0.16033247113227844,0.16932451725006104,0.1650719614126781,0.0014212316222399514,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,May,5
2021-06-01,2021-07-01,0.14082665741443634,0.1471153199672699,0.1443154971503952,0.0013897250301468786,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,June,6
2021-07-01,2021-08-01,0.13533490896224976,0.1415785700082779,0.1374590944594755,0.0012235226511777204,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,July,7
2021-08-01,2021-09-01,0.15044154226779938,0.15485312044620514,0.15249791904117893,0.0008830003454086689,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,August,8
2021-09-01,2021-10-01,0.13311277329921722,0.13686037063598633,0.13523378353818075,0.0008407540865299165,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,September,9
2021-10-01,2021-11-01,0.1259552240371704,0.13155370950698853,0.12855475440784092,0.0010606892409511784,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,October,10
2021-11-01,2021-12-01,0.14557777345180511,0.1515672504901886,0.14880608426742709,0.001081352436491072,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,November,11
2021-12-01,2022-01-01,0.12161852419376373,0.1253187209367752,0.1236263511843703,0.0007239289241411201,65536,27923,NUTS_SL_01m_2024.shp,SI032,2021,December,12
2022-01-01,2022-02-01,0.16249147057533264,0.16776452958583832,0.16622601235993378,0.0007935156373596626,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,January,1
2022-02-01,2022-03-01,0.18384209275245667,0.19629892706871033,0.1896370167931189,0.0029056076409894284,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,February,2
2022-03-01,2022-04-01,0.16257309913635254,0.1651507467031479,0.16382325413368948,0.000554441413430271,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,March,3
2022-04-01,2022-05-01,0.15707170963287354,0.16289255023002625,0.16017825447695005,0.0011573578815556403,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,April,4
2022-05-01,2022-06-01,0.15290865302085876,0.16057568788528442,0.15731220483911418,0.0011685609091905847,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,May,5
2022-06-01,2022-07-01,0.13568833470344543,0.1441294550895691,0.14069930268182523,0.0015554724496232375,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,June,6
2022-07-01,2022-08-01,0.14090093970298767,0.1467149555683136,0.14355962367395864,0.0011821930654592958,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,July,7
2022-08-01,2022-09-01,0.13481919467449188,0.14056365191936493,0.1380563804423344,0.0009289385415067925,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,August,8
2022-09-01,2022-10-01,0.13895657658576965,0.14385905861854553,0.14155555718904708,0.0010716185706219944,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,September,9
2022-10-01,2022-11-01,0.11911065876483917,0.122892364859581,0.12119777222913893,0.0007504523936900336,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,October,10
2022-11-01,2022-12-01,0.13624046742916107,0.14157217741012573,0.1380399376549305,0.000916303889287379,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,November,11
2022-12-01,2023-01-01,0.13792924582958221,0.14429070055484772,0.14124175462906235,0.0013153258421444481,65536,27923,NUTS_SL_01m_2024.shp,SI032,2022,December,12
2023-01-01,2023-02-01,0.14118506014347076,0.14780990779399872,0.1444073090630796,0.0012434774703041819,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,January,1
2023-02-01,2023-03-01,0.14499542117118835,0.15302592515945435,0.14789551646178895,0.0014920161508559062,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,February,2
2023-03-01,2023-04-01,0.14666256308555603,0.15266287326812744,0.1496152096872341,0.0012348639814881372,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,March,3
2023-04-01,2023-05-01,0.14899905025959015,0.1556866317987442,0.15337794793847537,0.001312722059516284,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,April,4
2023-05-01,2023-06-01,0.14744988083839417,0.15141674876213074,0.14905720545118642,0.0008676899922149162,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,May,5
2023-06-01,2023-07-01,0.13976727426052094,0.14445333182811737,0.14219986248285027,0.0009107391417624856,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,June,6
2023-07-01,2023-08-01,0.1479760706424713,0.1522882878780365,0.14977984655070928,0.0009532122012974783,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,July,7
2023-08-01,2023-09-01,0.14037781953811646,0.14731933176517487,0.14450168053395912,0.0012732701917334984,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,August,8
2023-09-01,2023-10-01,0.12404891103506088,0.12923739850521088,0.12619131968731728,0.0010700581635771872,65536,28089,NUTS_SL_01m_2024.shp,SI032,2023,September,9
2023-10-01,2023-11-01,0.13981682062149048,0.14667987823486328,0.14367037483970516,0.0013452119713052812,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,October,10
2023-11-01,2023-12-01,0.13374564051628113,0.13831180334091187,0.1353297202446516,0.0008143984235543106,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,November,11
2023-12-01,2024-01-01,0.13070201873779297,0.13490372896194458,0.13276377847117152,0.0010295600194318072,65536,27923,NUTS_SL_01m_2024.shp,SI032,2023,December,12
2018-04-01,2018-05-01,0.1452852189540863,0.15157324075698853,0.1491964988192214,0.001305500864264668,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,April,4
2018-05-01,2018-06-01,0.1389104127883911,0.1476527601480484,0.14490783780424757,0.0016494300465934556,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,May,5
2018-06-01,2018-07-01,0.1462354063987732,0.15340164303779602,0.15028105209467282,0.0018104821981266219,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,June,6
2018-07-01,2018-08-01,0.1386486291885376,0.1411670595407486,0.13993628321116808,0.0007597029467415606,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,July,7
2018-08-01,2018-09-01,0.13597171008586884,0.13772806525230408,0.13695909663283146,0.0005003113611043679,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,August,8
2018-09-01,2018-10-01,0.12373822182416916,0.12765580415725708,0.12548964595522313,0.0008109447796931977,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,September,9
2018-10-01,2018-11-01,0.12808281183242798,0.1306614875793457,0.12944100546381448,0.0005310139086774765,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,October,10
2018-11-01,2018-12-01,0.13065843284130096,0.1346631646156311,0.133277131816868,0.0007044180639274067,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,November,11
2018-12-01,2019-01-01,0.1451006680727005,0.14971812069416046,0.14720874902109563,0.0009597830255074609,65536,26791,NUTS_SL_01m_2024.shp,SI033,2018,December,12
2019-01-01,2019-02-01,0.17937172949314117,0.18551813066005707,0.18245143571858638,0.0011443537134514152,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,January,1
2019-02-01,2019-03-01,0.12693573534488678,0.13127531111240387,0.12960541872981765,0.0008946707656677913,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,February,2
2019-03-01,2019-04-01,0.1579846888780594,0.16232027113437653,0.16012569220162415,0.0010124980726650943,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,March,3
2019-04-01,2019-05-01,0.15676473081111908,0.1612844169139862,0.1600307113006062,0.000756369184221788,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,April,4
2019-05-01,2019-06-01,0.1505911648273468,0.15851770341396332,0.1549429984562066,0.0016120850651375673,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,May,5
2019-06-01,2019-07-01,0.14207075536251068,0.14677415788173676,0.14435483965931917,0.0008892491357392869,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,June,6
2019-07-01,2019-08-01,0.13441762328147888,0.14175225794315338,0.13882608114711556,0.0015442460516291662,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,July,7
2019-08-01,2019-09-01,0.1276128739118576,0.13212722539901733,0.13003910574886618,0.0011088880383476535,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,August,8
2019-09-01,2019-10-01,0.1224343478679657,0.12503671646118164,0.12337442012021767,0.0006128049396446255,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,September,9
2019-10-01,2019-11-01,0.1328742653131485,0.13702787458896637,0.13474956614569122,0.0009001566531829479,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,October,10
2019-11-01,2019-12-01,0.12049412727355957,0.1259264498949051,0.12324343397453766,0.0010490340769626022,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,November,11
2019-12-01,2020-01-01,0.13756340742111206,0.14209210872650146,0.14010159690690327,0.0008612544031850903,65536,26791,NUTS_SL_01m_2024.shp,SI033,2019,December,12
2020-01-01,2020-02-01,0.13563598692417145,0.13785351812839508,0.13701186031622406,0.0005239108015497423,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,January,1
2020-02-01,2020-03-01,0.13282139599323273,0.1392868310213089,0.13597859757448746,0.00123098140821375,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,February,2
2020-03-01,2020-04-01,0.18928606808185577,0.19500765204429626,0.19231974618490766,0.001447992160967967,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,March,3
2020-04-01,2020-05-01,0.1545446813106537,0.16016048192977905,0.15715674163801535,0.0014130363775698503,65536,33064,NUTS_SL_01m_2024.shp,SI033,2020,April,4
2020-05-01,2020-06-01,0.14886732399463654,0.15655364096164703,0.15255303244842094,0.001417000893137675,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,May,5
2020-06-01,2020-07-01,0.13614940643310547,0.14202110469341278,0.13976646470075985,0.0012211288233901932,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,June,6
2020-07-01,2020-08-01,0.13160599768161774,0.13487565517425537,0.13298116749310482,0.0007049282376096469,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,July,7
2020-08-01,2020-09-01,0.13686545193195343,0.1402970254421234,0.1387095468838699,0.000939838179079605,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,August,8
2020-09-01,2020-10-01,0.12266401946544647,0.12777873873710632,0.1250515113283879,0.0012155149164801578,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,September,9
2020-10-01,2020-11-01,0.12351293861865997,0.12811875343322754,0.12610225727814622,0.0008657352719524706,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,October,10
2020-11-01,2020-12-01,0.12894168496131897,0.13233482837677002,0.1307166729393061,0.0007550541292882691,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,November,11
2020-12-01,2021-01-01,0.14227516949176788,0.14583490788936615,0.14415238162620211,0.0007791995769621702,65536,26791,NUTS_SL_01m_2024.shp,SI033,2020,December,12
2021-01-01,2021-02-01,0.1598096340894699,0.1669001579284668,0.16329041686207563,0.0016917935677311631,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,January,1
2021-02-01,2021-03-01,0.14924387633800507,0.1559792011976242,0.15315696378432428,0.001501366029044894,65536,30775,NUTS_SL_01m_2024.shp,SI033,2021,February,2
2021-03-01,2021-04-01,0.14772917330265045,0.15273220837116241,0.15068192690753218,0.000945606067977937,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,March,3
2021-04-01,2021-05-01,0.15538549423217773,0.16196544468402863,0.15908634912577002,0.0016112015643275504,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,April,4
2021-05-01,2021-06-01,0.1592463254928589,0.1652463972568512,0.16242310679571198,0.0014972580917036757,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,May,5
2021-06-01,2021-07-01,0.14011971652507782,0.14752107858657837,0.14392280734836224,0.0016923329488655596,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,June,6
2021-07-01,2021-08-01,0.13705231249332428,0.1415785700082779,0.13882765319020057,0.0009864887380108501,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,July,7
2021-08-01,2021-09-01,0.14897257089614868,0.1536017209291458,0.15193506128281367,0.0009494342478011626,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,August,8
2021-09-01,2021-10-01,0.1322246491909027,0.13509738445281982,0.13373114061457111,0.0007572261093019162,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,September,9
2021-10-01,2021-11-01,0.12318801879882812,0.12859795987606049,0.1262948720995366,0.0011028451435222586,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,October,10
2021-11-01,2021-12-01,0.1435849815607071,0.15085233747959137,0.14754539033776978,0.0014000685166772012,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,November,11
2021-12-01,2022-01-01,0.12051161378622055,0.125838503241539,0.12283238086900877,0.0008457753467862203,65536,26791,NUTS_SL_01m_2024.shp,SI033,2021,December,12
2022-01-01,2022-02-01,0.16433656215667725,0.16781526803970337,0.16573614792633673,0.0010521875772027574,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,January,1
2022-02-01,2022-03-01,0.1772577166557312,0.18822230398654938,0.18296708937367562,0.002360286327213276,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,February,2
2022-03-01,2022-04-01,0.16170121729373932,0.16571778059005737,0.16420284143869843,0.0007245256366642048,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,March,3
2022-04-01,2022-05-01,0.1567329615354538,0.16351178288459778,0.1603602269658388,0.001294788903038556,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,April,4
2022-05-01,2022-06-01,0.15183866024017334,0.15992310643196106,0.15730524370171645,0.0017559233576075503,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,May,5
2022-06-01,2022-07-01,0.13508965075016022,0.14214327931404114,0.13911996110898817,0.0017150050993422112,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,June,6
2022-07-01,2022-08-01,0.13914300501346588,0.14374086260795593,0.141823109024832,0.001078273728866857,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,July,7
2022-08-01,2022-09-01,0.1359141767024994,0.13861322402954102,0.1372473449553359,0.0005241101619988215,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,August,8
2022-09-01,2022-10-01,0.13847839832305908,0.14327511191368103,0.14137111853047135,0.0010290138467694825,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,September,9
2022-10-01,2022-11-01,0.11790463328361511,0.12191583216190338,0.12020295783329314,0.0009448620352226916,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,October,10
2022-11-01,2022-12-01,0.1372213065624237,0.1441805213689804,0.14225975344728456,0.0012934280901847662,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,November,11
2022-12-01,2023-01-01,0.13519041240215302,0.14246593415737152,0.13937237316376966,0.0014040937894306757,65536,26791,NUTS_SL_01m_2024.shp,SI033,2022,December,12
2023-01-01,2023-02-01,0.14043880999088287,0.14464078843593597,0.14267066189597946,0.0009800018144259504,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,January,1
2023-02-01,2023-03-01,0.14463575184345245,0.14823207259178162,0.14666517653616323,0.0007079446347471755,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,February,2
2023-03-01,2023-04-01,0.14560134708881378,0.1538029909133911,0.14894949742433494,0.001539824398613365,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,March,3
2023-04-01,2023-05-01,0.14975129067897797,0.15499703586101532,0.15210551860825108,0.001261792156933657,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,April,4
2023-05-01,2023-06-01,0.14744988083839417,0.15015199780464172,0.14879913173739742,0.0007769384228839013,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,May,5
2023-06-01,2023-07-01,0.13853713870048523,0.1445353627204895,0.14240235990094446,0.001066702927817854,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,June,6
2023-07-01,2023-08-01,0.14869436621665955,0.15397371351718903,0.15158621873843867,0.0010419479547505522,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,July,7
2023-08-01,2023-09-01,0.14031127095222473,0.14555390179157257,0.1435805219360302,0.0011012271235060116,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,August,8
2023-09-01,2023-10-01,0.12359188497066498,0.12772047519683838,0.125579130981048,0.0007832260202077693,65536,26921,NUTS_SL_01m_2024.shp,SI033,2023,September,9
2023-10-01,2023-11-01,0.14204591512680054,0.14786913990974426,0.14483039089596234,0.0011114738079223581,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,October,10
2023-11-01,2023-12-01,0.13364273309707642,0.1375764161348343,0.13551491582442993,0.0008294385340074392,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,November,11
2023-12-01,2024-01-01,0.13126417994499207,0.13497337698936462,0.13325194960902476,0.0008070992300586629,65536,26791,NUTS_SL_01m_2024.shp,SI033,2023,December,12
2018-04-01,2018-05-01,0.1452852189540863,0.15144412219524384,0.1490954648947735,0.0011845541784505935,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,April,4
2018-05-01,2018-06-01,0.1389104127883911,0.1483413130044937,0.1450346122061486,0.0016472193313999972,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,May,5
2018-06-01,2018-07-01,0.14712294936180115,0.1537896692752838,0.15068373272828758,0.0018832178702872207,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,June,6
2018-07-01,2018-08-01,0.1378103345632553,0.14149057865142822,0.13998886716144085,0.000772727078586452,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,July,7
2018-08-01,2018-09-01,0.1350475549697876,0.138495534658432,0.1369329904169051,0.0007378524151359878,65536,40492,NUTS_SL_01m_2024.shp,SI034,2018,August,8
2018-09-01,2018-10-01,0.123928003013134,0.12931333482265472,0.12649284194684474,0.0008315259663645187,65536,35309,NUTS_SL_01m_2024.shp,SI034,2018,September,9
