event_id,event_name,event_type,pollutant,display_unit,date_from,date_to,day_index,region_code,region_name,value_mean,value_min,value_max,value_stdev,sample_count,no_data_count,data_mask_valid_count,source,aggregation_interval,quality_status
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-12T00:00:00Z,2025-12-13T00:00:00Z,12,SI033,Koroška,28.116389347071,24.129897356033325,29.642924666404724,1.5077247551933703,75,53,22,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-13T00:00:00Z,2025-12-14T00:00:00Z,13,SI033,Koroška,,,,,75,75,0,Sentinel Hub Statistical API / Sentinel-5P,P1D,missing
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-14T00:00:00Z,2025-12-15T00:00:00Z,14,SI033,Koroška,25.82072057560379,22.609898820519447,29.817460104823112,1.2719626124389833,75,24,51,Sentinel Hub Statistical API / Sentinel-5P,P1D,good
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-15T00:00:00Z,2025-12-16T00:00:00Z,15,SI033,Koroška,25.24385211819952,23.34238402545452,28.709575533866882,1.521727687563806,75,53,22,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-16T00:00:00Z,2025-12-17T00:00:00Z,16,SI033,Koroška,,,,,75,75,0,Sentinel Hub Statistical API / Sentinel-5P,P1D,missing
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-17T00:00:00Z,2025-12-18T00:00:00Z,17,SI033,Koroška,31.303721464286415,24.560853838920593,36.780450493097305,2.81042013196915,75,16,59,Sentinel Hub Statistical API / Sentinel-5P,P1D,good
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-18T00:00:00Z,2025-12-19T00:00:00Z,18,SI033,Koroška,26.620283031037875,22.890809923410416,31.157363206148148,2.0141988287484898,75,40,35,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-19T00:00:00Z,2025-12-20T00:00:00Z,19,SI033,Koroška,26.87691317664252,25.51449090242386,29.787302017211914,1.3400493823554716,75,39,36,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-20T00:00:00Z,2025-12-21T00:00:00Z,20,SI033,Koroška,28.388607437195986,20.727351307868958,32.53396600484848,3.169306653973298,75,29,46,Sentinel Hub Statistical API / Sentinel-5P,P1D,good
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-21T00:00:00Z,2025-12-22T00:00:00Z,21,SI033,Koroška,26.760322745980282,21.62851393222809,29.422398656606674,2.272848376954203,75,34,41,Sentinel Hub Statistical API / Sentinel-5P,P1D,good
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-22T00:00:00Z,2025-12-23T00:00:00Z,22,SI033,Koroška,29.61820873774981,24.6044360101223,32.963406294584274,2.364537478774444,75,18,57,Sentinel Hub Statistical API / Sentinel-5P,P1D,good
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-23T00:00:00Z,2025-12-24T00:00:00Z,23,SI033,Koroška,28.588592677431947,22.959433495998383,32.78123959898949,2.8625603965844015,75,58,17,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-24T00:00:00Z,2025-12-25T00:00:00Z,24,SI033,Koroška,22.970497608184814,22.970497608184814,22.970497608184814,0.0,75,73,2,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
spar_fire_2025,SPAR/BTC fire,industrial_fire,CO,mmol/m²,2025-12-25T00:00:00Z,2025-12-26T00:00:00Z,25,SI033,Koroška,29.488634572110392,28.193404898047447,33.69549661874771,1.4923198382285567,75,53,22,Sentinel Hub Statistical API / Sentinel-5P,P1D,partial
